unicode,emoji,cldr,cldr_link,meaning,note,unicode_text
U+1F922,🤢,nauseated face,nauseated-face,"A sickly-green face with concerned eyes and puffed, often red cheeks, as if holding back vomit. May represent physical illness or general disgust. Not to be confused with 🤮 Face Vomiting. Differs from other smileys conveying sickness, including 🤒 Face With Thermometer (used especially for colds and flus) and 🤕 Face With Head-Bandage (physical injury).",-,Nauseated Face was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0 in 2016.
U+1F92E,🤮,face vomiting,face-vomiting,"A yellow face with scrunched, X-shaped eyes spewing bright-green vomit. May represent physical illness or disgust, more intensely so than 🤢 Nauseated Face.",-,Face Vomiting was approved as part of Unicode 10.0 in 2017 under the name “Face with Open Mouth Vomiting” and added to Emoji 5.0 in 2017.
U+1F927,🤧,sneezing face,sneezing-face,"A reddish-orange face with furrowed eyebrows, tongue stuck out, and beads of sweat, as if overheated from high temperatures. Number and position of sweat droplets vary by platforms. May also represent physical attractiveness (slang, hot). Most platforms feature expressions that are variations on 😰 Anxious Face With Sweat or 😥 Sad but Relieved Face.  ",-,Hot Face was approved as part of Unicode 11.0 in 2018 under the name “Overheated Face” and added to Emoji 11.0 in 2018.
U+1F975,🥵,hot face,hot-face,"An icy-blue face with gritted teeth usually depicted with icicles clinging to its cheeks or jaw, as if frozen from extreme cold. May also represent unfriendliness (slang, cold) or excellence (slang, cool or chill). Apple’s design features the same expression as its 😬 Grimacing Face.",-,Cold Face was approved as part of Unicode 11.0 in 2018 under the name “Freezing Face” and added to Emoji 11.0 in 2018.
U+1F976,🥶,cold face,cold-face,"A yellow face with a crumpled mouth and a cockeyed expression, as if tired and emotional from inebriation or smitten with love. Depicted with raised or furrowed eyebrows and at least one eye half-open. WhatsApp's design features a tongue hanging out.  Meaning widely varies, but commonly conveys intoxication or infatuation. Its dazed expression may also represent such feelings or states as bewilderment, irritation, disgust, exhaustion, wackiness, or complete satisfaction.",-,Woozy Face was approved as part of Unicode 11.0 in 2018 under the name “Face with Uneven Eyes and Wavy Mouth” and added to Emoji 11.0 in 2018.
U+1F974,🥴,woozy face,woozy-face,"A yellow face with scrunched, X-shaped eyes sneezing or blowing its nose into a white tissue, as if from a cold or allergies. Often depicted with a crumpled-looking mouth. May also represent someone in an emotional state wiping away tears, as at a wedding.",-,Sneezing Face was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0 in 2016.
U+1F635,😵,face with crossed-out eyes,dizzy-face,"A yellow face with X’s for eyes and a round, open mouth. Often depicted with raised or furrowed eyebrows. Facebook’s design features a purple forehead. Previously displayed with spiral eyes on some platforms. May convey a heightened or hyperbolic sense of such feelings as shock, surprise, disbelief, awe, and amazement, as if staggered to the point of disorientation (i.e., dizzy). May also represent sickness, nausea, intoxication, and death, e.g., slang I’m dead! Not to be confused with 😲 Astonished Face, which previously featured X-shaped eyes on several platforms, nor 😵‍💫 Face with Spiral Eyes which consistently displays spiral eyes on all platforms. 🚩 Appearance historically differs greatly cross-platform. Use with caution. 🚨",-,Face with Crossed-Out Eyes was approved as part of Unicode 6.0 in 2010 under the name “Dizzy Face” and added to Emoji 1.0 in 2015.
U+1F635 U+200D U+1F4AB,😵‍💫,face with spiral eyes,face-with-spiral-eyes,"A face showing a spiral eyes, commonly used to indicate dizziness, but may also represent hypnosis or other forms of disorientation. Created to disambiguate an existing emoji which previously displayed spiral eyes on some platforms, but X eyes on others. This emoji will consistently show spiral eyes on all platforms.","The Face with Spiral Eyes emoji is a ZWJ sequence combining 😵 Face with Crossed-Out Eyes, ‍ Zero Width Joiner and 💫 Dizzy.These display as a single emoji on supported platforms.",Face with Spiral Eyes was added to Emoji 13.1 in 2020.
U+1F92F,🤯,exploding head,exploding-head,"A yellow face with an open mouth, the top of its head exploding in the shape of a brain-like mushroom cloud. A visual form of the expression mind blown, it may represent such emotions as shock, awe, amazement, and disbelief. Apple’s design features the same expression as its 😦 Frowning Face With Open Mouth.",-,Exploding Head was approved as part of Unicode 10.0 in 2017 under the name “Shocked Face with Exploding Head” and added to Emoji 5.0 in 2017.
U+1F920,🤠,cowboy hat face,cowboy-hat-face,"Yee-haw! A yellow smiley wearing a wide-brimmed, brown-leather cowboy hat. Its smile varies across platforms. May convey a sense of exuberance, whimsy, confidence, adventure, or other sentiments. Several vendors, including Apple, feature the same expression as their 😃 Grinning Face With Big Eyes.",-,Cowboy Hat Face was approved as part of Unicode 9.0 in 2016 under the name “Face with Cowboy Hat” and added to Emoji 3.0 in 2016.
U+1F973,🥳,partying face,partying-face,A yellow face with a party hat blowing a party horn as confetti floats around its head. Used for celebrating joyous occasions (such as New Year's Eve or World Emoji Day) and enjoying good times more generally. Apple’s design features the same expression as its 😚 Kissing Face With Closed Eyes.,-,Partying Face was approved as part of Unicode 11.0 in 2018 under the name “Face with Party Horn and Party Hat” and added to Emoji 11.0 in 2018.
U+1F978,🥸,disguised face,disguised-face,"A yellow face with big glasses, a large nose, thick eyebrows, and a mustache. Used to represent someone in disguise. The features of this particular disguised face are taken from the “Groucho Mask” or “Groucho Glasses,” designed in the likeness of the caricature played by Julius Henry Marx in the Marx Brothers' films. These comedic films were popular in the 1930s and ‘40s, and the mask has been a mainstay of joke shops since as early as the 1940s. Other emoji faces in disguise include 🦸 Superhero and 🦹 Supervillain.",-,Disguised Face was approved as part of Unicode 13.0 in 2020 and added to Emoji 13.0 in 2020.
U+1F60E,😎,smiling face with sunglasses,smiling-face-with-sunglasses,"A smiling yellow face with glasses, often with teeth showing, originally buck teeth on most platforms. While this emoji is often used by people calling themselves nerds in a self-deprecating way, the nerdy glasses paired with buck teeth can, and often does, evoke anti-Asian stereotypes. The fact that the default color of emoji faces is yellow further pushes this emoji into racist ""yellowface"" territory. Some platforms have redesigned nerd face over time to not have buck teeth, perhaps in acknowledgement of the harm this imagery may cause. Google, Facebook, and JoyPixels originally featured designs with buck teeth but have since changed (or completely removed) the teeth on nerd face. Apple, Twitter, Microsoft, Samsung, WhatsApp, and other platforms still use designs for this emoji that include buck teeth.",-,Nerd Face was approved as part of Unicode 8.0 in 2015 and added to Emoji 1.0 in 2015.
U+1F913,🤓,nerd face,nerd-face,"A yellow face with furrowed eyebrows wearing a monocle. Usually depicted with a small, intent frown and head slightly upturned, as if in careful inspection. May show that someone is pondering, considering, or questioning something, sometimes with a sense of skeptical or ironic observation or encouraging a closer look at some content. May convey a sense of sophistication or smug intelligence, e.g., smarty-pants.",-,Face with Monocle was approved as part of Unicode 10.0 in 2017 and added to Emoji 5.0 in 2017.
U+1F9D0,🧐,face with monocle,face-with-monocle,"A yellow face with open eyes and a skewed frown, as if scrunching its cheeks or chewing its lips. A look of feeling unsure. While it can convey confusion or hesitation, it is also commonly used for slight sadness, disappointment, and frustration. Samsung previously included raised eyebrows, as did Microsoft along with a rotated S-shaped mouth, à la the :S emoticon. Google’s design also previously included a furrowed brow.",-,Confused Face was approved as part of Unicode 6.1 in 2012 and added to Emoji 1.0 in 2015.
U+1F615,😕,confused face,confused-face,"A yellow face with a closed slanted mouth. Can be used to express skepticism, confusion, or frustration.  🚩 Approved in September 2021 as part of Emoji 14.0. Now available across all major emoji platforms.",-,Face with Diagonal Mouth was approved as part of Unicode 14.0 in 2021 and added to Emoji 14.0 in 2021.
U+1FAE4,🫤,face with diagonal mouth,face-with-diagonal-mouth,"A yellow face with open eyes, raised or furrowed eyebrows, and a broad frown. May convey a variety of moderately sad or tense emotions, including concern, anxiety, alarm, disappointment, and unhappiness.  Apple’s design features the same eye expression as on its 😯 Hushed Face. Not to be confused with 😲  Astonished Face or 😵 Dizzy Face.  Samsung’s design previously included sweat droplets coming from its cheeks, a shorthand for anxiety in manga and anime.",-,Worried Face was approved as part of Unicode 6.1 in 2012 and added to Emoji 1.0 in 2015.
U+1F61F,😟,worried face,worried-face,"A yellow face with simple, open eyes and a slight frown. Often conveys a mild degree of concern, disappointment, or sadness, but usually less intensely than ☹️ Frowning Face. Samsung and Facebook previously included eyebrows.",-,Slightly Frowning Face was approved as part of Unicode 7.0 in 2014 and added to Emoji 1.0 in 2015.
U+1F641,🙁,slightly frowning face,slightly-frowning-face,"A classic sad face. A yellow face with simple, open eyes and wide, steep frown. May convey such feelings as moderate concern or disappointment and affectionate sadness, as when missing a loved one. Its sentiment is usually more intense than 🙁 Slightly Frowning Face, which has a smaller frown. This smiley predates Unicode emoji support. In its Unicode name of White Frowning Face, white does not refer to skin tone or ethnicity, although Samsung’s early designs colored the face white. See the glossary for the term white in Unicode character names.",-,Frowning Face was approved as part of Unicode 1.1 in 1993 under the name “White Frowning Face” and added to Emoji 1.0 in 2015.
