name,link,definition,origin
🎁 Wrapped Present emoji,https://www.dictionary.com/e/emoji/wrapped-present-emoji/,"We wrote this definition just for you 🎁! The Wrapped Present emoji 🎁 depicts a gift, and is used on gift-giving holidays and occasions as well as with blessings, surprises, giveaways, and shopping.","The Wrapped Present emoji 🎁 was approved in 2010 under Unicode 6.0, debuting alongside other celebratory emoji like the Party Popper emoji 🎉. The emoji is also sometimes called the present, birthday present, and Christmas present emoji. Across the platforms, the Wrapped Present emoji 🎁 depicts a wrapped, usually lidded box tied with a bow. Colors vary widely: Apple’s is a gold box with a red bow while Google’s is blue and yellow. True to its alias, the Wrapped Present emoji 🎁 spikes in search interest every year around the Christmas holiday."
🖥️ Desktop Computer emoji,https://www.dictionary.com/e/emoji/desktop-computer-emoji/,"Talk nerdy to me—and while you’re at it, throw in the desktop computer emoji. This emoji variously refers to computers and the internet, including hardware, websites, gaming, graphic design, and video editing. Related words:",-
🥝 Kiwi Fruit emoji,https://www.dictionary.com/e/emoji/kiwi-fruit-emoji/,"Depicting the green flesh of the kiwi fruit, the kiwi fruit emoji is used to represent healthy treats, fancy drinks, sweet and summery vibes, and New Zealand, whose people are nicknamed Kiwis. As of yet, we know of no dirty meanings for the kiwi fruit emoji. We’ll keep you posted. Related words:",-
💪 Flexed Biceps emoji,https://www.dictionary.com/e/emoji/flexed-biceps-emoji/,"Sun’s out, 💪’s out (or out, we guess). The brawny arm of the flexed biceps emoji is used to represent all sorts of strength and power, from physical might to mental determination. The emoji especially marks posts online dealing with exercise and fitness. Related words:",-
🆘 Squared SOS emoji,https://www.dictionary.com/e/emoji/squared-sos-emoji/,"Help! The squared SOS emoji cries out in an emergency, sometimes earnestly but often sarcastically. For those who don’t know (no judgment) SOS is an internationally recognized distress signal in Morse code. Related words:",-
☺️  Smiling Face emoji,https://www.dictionary.com/e/emoji/white-smiling-face-emoji/,"The smiling emoji feels all warm and fuzzy inside. This emoji is used to express positive feelings, from happiness to gratitude to affection. Because of its rosy cheeks, some people use the emoji to convey mild embarrassment. Related words:","The smiling face emoji is an old-timer, at least as far as the internet is concerned. It originated in Unicode 1.1 in 1993 as ☺, called the white smiling face not because of skin tone but because of its white background, in contrast to ☻, or black smiling face. Internet users sometimes still use ☺ to be retro and older platforms may automatically generate ☺ if you type the smiley emoticon, :). The white smiling face emoji evolved into the now familiar yellow-faced smiley in the 2000s, coming into wide release under Unicode 6.0 in 2010. Across platforms, the white smiling face emoji has a slightly open-mouthed smile, relaxed eyes and eyebrows, and pink cheeks, leading some to think it’s flushed or blushing. White smiling face emoji appears happier than slightly smiling face emoji, 🙂, but a bit less joyed than smiling face with smiling eyes emoji, 😊, if you’re keeping track of these things."
🍲 Pot Food emoji,https://www.dictionary.com/e/emoji/pot-food-emoji/,"The bearded person emoji marks content dealing with male facial hair and grooming, men’s fashion and style, and beard culture more generally. (Yes, that’s a thing.) The emoji also represent a middle-aged man or a certain burly, rugged, sexy manliness—if you’re into the whole lumbersexual look. Related words:",-
🧔 Bearded Person emoji,https://www.dictionary.com/e/emoji/bearded-person-emoji/,"Eureka! Aha! While the electric light bulb emoji can stand for electric power and lighting, it often represents a sudden insight, knowledge, or thought in general—basically anything “bright” in the metaphorical sense. Related words:",-
💡 Electric Light Bulb emoji,https://www.dictionary.com/e/emoji/electric-light-bulb-emoji/,"We’re gonna be honest with you: Even the dictionary can have a hard time putting things into words 😬. Like with this guy, grimacing face emoji, whose tone is just all over the place. It usually conveys mild discomfort and disapproval, often for humorous effect. Related words:",-
😬 Grimacing Face emoji,https://www.dictionary.com/e/emoji/grimacing-face-emoji/,"Mmm … pot of food emoji. 🤤 This tasty emoji is used for content related to eating and cooking, especially soups. It can also express that someone is hungry—or hangry. Related words:",-
🤸‍♀️ Person Cartwheel emoji,https://www.dictionary.com/e/emoji/person-cartwheel-emoji/,"We’re totally flipping out over the person doing cartwheel emoji 🤸. The emoji represents the sport of gymnastics, cheerleading, and physical fitness in general. Metaphorically, it suggests excitement and exuberance, as if “doing flips” or “flipping out,” as well as having fun and feeling carefree. Related words:",-
🇦🇹 Flag For Austria emoji,https://www.dictionary.com/e/emoji/flag-for-austria-emoji/,"Das ist die flag for Germany emoji, used to represent the country of Germany and all the many things it’s given the world, from beer to World War II. (Schadenfreude, anyone?) Related words:",-
🇩🇪 Flag For Germany emoji,https://www.dictionary.com/e/emoji/flag-germany-emoji/,"¡Wepa! This proud papi 🇵🇷 is the flag for Puerto Rico emoji. It’s used for everything relating to the island of Puerto Rico, from its popular music to solidarity among the Puerto Rican people. Related words:",-
🇵🇷 Flag For Puerto Rico emoji,https://www.dictionary.com/e/emoji/flag-puerto-rico-emoji/,"Smooch! Mwah! The winky-kissy face throwing a kiss emoji, or kissing face, is mostly used to express romantic affection or appreciation for someone or something.  ","Approved in 2010 under Unicode 6.0, the face throwing a kiss emoji, as it’s officially called, is also commonly known as the face blowing a kiss, blowing a kiss, kiss wink face, kissing face, or just kiss emoji. Across platforms, the emoji is fairly uniform in appearance: a yellow smiley with one winking eye and puckered mouth with a heart coming out of it, symbolizing a kiss. Since 2010, face blowing a kiss emoji has consistently been one of the most used emoji, often ranking just behind face with tears of joy, red heart, and heart eyes emoji, according to a 2016 study by the University of Michigan. "
😘 Face Throwing a Kiss emoji,https://www.dictionary.com/e/emoji/face-throwing-a-kiss-emoji/,"Arnold Schwarzenegger. The Von Trapp family. Schnitzel. So much schnitzel. These are just some of the things the flag for Austria emoji celebrates. You’ll find 🇦🇹 whenever folks want to rep the country of Austria and everything that comes from there, like 🇦🇹 Mozart 🇦🇹. Related words:",-
